firstName,lastName,DOB,birthCountry,deathDate,careerStart,careerEnd
William,Wyler,1902-01-01,Germany,1981-07-27,1925,1970
Josh,Cooley,1979-01-01,United States,,2003,
David,Lancaster,,,,1985,
Stephanie,Ingram,,,,,
Dorothy,Spencer,1909-01-01,United States,2002-05-23,1929,1979
David,Allen,1944-10-22,United States,1999-08-16,,
Adam,Schlesinger,1967-01-01,United States,2020-04-01,1989,2020
Kunio,Katō,,Japan,,,
Jan,Chapman,1950-01-01,Australia,,,
Janet,Suzman,1939-01-01,South Africa,,,
Rodger,Maus,1932-01-01,,2017-03-16,1953,2005
Jack,Whitney,1905-01-01,United States,1992-11-02,1940,1947
Frank,Stiefel,,,,1970,
Jimmy,Napes,1984-01-01,United Kingdom,,2012,
A.,Fields,1900-01-01,United States,1950-09-11,1942,1951
Josef,Sternberg,1894-01-01,Austria-Hungary,1969-12-22,1925,1957
Luise,Rainer,1910-01-01,Germany,2014-12-01,1926,2003
Phoebe,Ephron,1914-01-01,United States,1971-10-13,1944,1963
Ray,Lovejoy,1939-01-01,United Kingdom,2001-10-01,,
Melvin,Sr.,1911-01-01,United States,1977-05-11,1951,1977
Jeff,Pope,1961-10-01,United Kingdom,,,
Max,Steiner,1888-01-01,Austria-Hungary,1971-12-01,1907,1965
Ron,Moody,1924-01-01,United Kingdom,2015-06-01,1952,2012
Jeffrey,Blitz,,,,,
Will,Becher,,United Kingdom,,2002,
Gavin,Lambert,1924-01-01,,2005-07-01,,
Dorothy,Parker,1893-01-01,United States,1967-06-07,,
Cyril,Crowhurst,1906-01-01,United Kingdom,1995-01-01,1950,1966
Pierre,Guffroy,1926-01-01,France,2010-09-01,1957,1998
Gene,Wilder,1933-01-01,United States,2016-08-29,1961,2013
Jack,Cosgrove,1902-01-01,United States,1965-03-10,1934,1960
Ed,Graves,1917-01-01,United States,1980-02-01,1965,1980
Suzanne,Schiffman,1929-01-01,France,2001-06-01,1958,1992
Judy,Holliday,1921-01-01,United States,1965-06-07,1938,1963
Ray,Aghayan,1928-01-01,Iran,2011-10-10,,
Gary,Alexander,,,,1976,2011
Lee,Unkrich,1967-01-01,United States,,1990,
Joe,Pesci,1943-01-01,United States,,1961,
Walter,Wanger,1894-01-01,United States,1968-11-18,,
Morgan,Spurlock,1970-01-01,United States,2024-05-23,1994,2019
Kevin,Feige,1973-01-01,United States,,1997,
Grace,Kelly,1929-09-12,United States,1982-09-14,1949,1956
Alberto,Mielgo,1979-01-01,Spain,,,
Charles,Nelson,1901-04-15,,1997-01-19,,
Joel,Crawford,,,,2006,
Janice,Loeb,1913-01-01,United States,1996-02-18,,
Lesli,Glatter,1953-01-01,United States,,,
Kimberly,Steward,,United States,,,
Leonard,Rosenman,1924-01-01,United States,2008-03-04,1955,2001
Tod,Lending,,,,,
Helmut,Käutner,1908-01-01,Germany,1980-04-01,1940,1976
John,Poyner,1933-10-01,United Kingdom,2018-11-16,1955,
Frank,Cavett,1905-01-01,United States,1973-03-25,,
Fernando,Meirelles,1955-01-01,Brazil,,1982,
Jack,Eaton,1888-01-01,,1968-12-04,1918,1953
Tom,Hulce,1953-01-01,United States,,1974,
Marcel,Mettelsiefen,1978-01-01,Germany,,2012,
Asif,Kapadia,1972-01-01,United Kingdom,,1997,
Greer,Garson,1904-01-01,United Kingdom,1996-04-01,1932,1986
Menahem,Golan,1929-01-01,Palestine,2014-08-08,,
Ramin,Bahrani,1975-01-01,United States,,2005,
Edward,Jones,,,,,
Erik,Aadahl,,,,1998,
Tim,Chappel,1966-01-01,Australia,,,
Ross,Hunter,1920-01-01,United States,1996-03-10,1944,1979
Pamela,Martin,,,,,
Jim,Clark,1931-01-01,United Kingdom,2016-02-01,,
Roy,Pomeroy,1892-01-01,India,1947-09-03,1923,1934
David,Kimball,,,,1978,1987
Theodore,Soderberg,1923-01-01,United States,2012-11-15,1970,1986
Norman,Jewison,1926-01-01,Canada,2024-01-20,1950,2003
Daniel,Robert,,,,1978,2001
Luke,Matheny,1976-01-01,United States,,2008,2008
Francis,Thompson,1908-01-03,,2003-12-26,,
Richard,Irvine,1910-01-01,United States ,1976-03-30,1939,1953
Carol,Kane,1952-01-01,United States,,1966,
Owen,Roizman,1936-01-01,United States,2023-01-06,1970,2020
Pablo,Helman,1959-01-01,Argentina,,1995,
Peter,Montagna,1952-01-01,United States,,,
Matthew,Yuricich,1923-01-01,United States,2012-05-28,,
William,Files,,,,,
Michel,Michelet,1894-07-14,Russia,1995-12-28,1930,1978
Mike,Mare,,,,1960,2006
Daniel,Day-Lewis,1957-01-01,United Kingdom,,1971,
Phil,Robinson,1950-01-01,United States,,1981,
Thomas,Gomez,1905-01-01,United States,1971-06-18,1923,1971
Ramsey,Naito,1974-01-01,,,1995,
Charles,Hart,1961-01-01,United Kingdom,,,
Laurence,Fishburne,1961-01-01,United States,,1972,
Nicholas,Reed,1963-01-01,United Kingdom,,,
John,Corso,1929-01-01,United States,2019-10-09,1971,1992
Richard,Rochemont,1903-01-01,United States,1982-08-02,,
Pierre,Étaix,1928-01-01,France,2016-10-01,1954,2016
Frank,Phillips,1912-01-01,United States,1994-04-12,1957,1982
D.,Pennebaker,1925-01-01,United States,2019-08-01,1953,2019
Michael,Tucker,1990-01-01,United States,,2010,
David,Stewart,1937-01-01,,1997-10-16,1977,1997
Paul,Newman,1925-01-01,United States,2008-09-26,1949,2008
Sampooran,Kalra,1934-01-01,India,,1956,
Peter,Sutton,1943-01-01,United Kingdom,2008-08-01,1969,1999
Brent,Burge,,,,1984,
Ronald,Bass,1942-01-01,United States,,,
Hamish,Purdy,,Canada,,1992,
William,Dieterle,1893-01-01,Germany,1972-12-09,1911,1966
June,Wayne,1918-01-01,United States,2011-08-23,,
Mark,Ulano,1954-01-01,United States,,1975,
Karel,Černý,1922-01-01,Czechoslovakia,2014-09-01,1938,2001
Paul,Weitz,1965-01-01,United States,,1998,
Patrick,Vollrath,1985-01-01,,,,
Ana,López-Puigcerver,,,,,
John,Wright,1943-01-01,,2023-04-20,,
Tim,Alexander,,,,1995,
Herbert,Spencer,1905-01-01,Chile,1992-09-18,,
Richard,Schweizer,1899-01-01,Switzerland,1965-03-01,1931,1964
Julie,Ochipinti,,,,1997,
Norman,McLaren,1914-01-01,Scotland,1987-01-01,1933,1985
Michael,Moore,1954-01-01,United States,,1976,
Frank,Finlay,1926-01-01,United Kingdom,2016-01-01,1958,2009
Sean,Ellis,1970-01-01,United Kingdom,,2001,
Alan,Bates,1934-01-01,United Kingdom,2003-12-01,1956,2003
Jack,Lawrence,1912-01-01,United States,2009-03-16,1928,1994
Jeffrey,Wright,1965-01-01,United States,,1990,
Gene,Lockhart,1891-01-01,Canada,1957-03-31,1912,1957
Haim,Gouri,1923-01-01,Palestine,2018-01-01,,
Trey,Parker,1969-01-01,United States,,1992,
Adele,Adkins,1988-01-01,United Kingdom,,2006,
Jackie,Gleason,1916-01-01,United States,1987-06-24,1935,1986
Jean-Louis,Ducarme,,,,1968,1994
Peter,Hedges,1962-01-01,United States,,,
Hugh,Hunt,1902-01-01,United States,1988-09-01,1935,1970
Penélope,Cruz,1974-01-01,Spain,,1989,
Loyal,Griggs,1906-01-01,United States,1978-05-06,,
Hallie,D'Amore,1942-01-01,United States,2006-12-14,1985,2007
Ferdinando,Scarfiotti,1941-01-01,Italy,1994-04-01,1968,1994
Rob,Harvey,,,,1998,
Edward,Berger,1970-01-01,Germany,,1994,
Theodore,Soderberg,1890-01-01,United States,1971-12-19,,
Robert,Campbell,1927-01-01,United States,2000-09-23,,
Hammond,Peek,,,,1982,
Floyd,Huddleston,1918-01-01,United States,1991-09-27,1949,1991
Sally,Menke,1953-01-01,United States,2010-09-27,1980,2010
Rachael,Horovitz,1962-01-01,United States,,,
William,Pereira,1909-01-25,United States,1985-11-13,,
Dianne,Jackson,1941-01-01,,1992-12-01,,
Oorlagh,George,1980-01-01,Northern Ireland,,,
Gary,Kurtz,1940-01-01,United States,2018-09-23,1965,2018
Dean,Tavoularis,1932-01-01,United States,,1967,
Rudolph,Maté,1898-01-01,Austria-Hungary,1964-10-01,1919,1964
Carol,Connors,1941-01-01,United States,,1956,
Edward,Abroms,1935-05-06,United States,2018-02-13,,
Morgan,Neville,1967-01-01,United States,,1993,
John,Lesher,1966-01-01,United States,,2012,
Tamara,Kotevska,1993-01-01,Macedonia,,,
Scott,Smith,1965-01-01,United States,,,
Matthew,O'Neill,,United States,,,
Ngila,Dickson,1958-01-01,New Zealand,,,
Richard,Conway,1942-01-01,,2021-12-01,1966,2015
Simon,Williams,1945-01-01,United Kingdom,2009-04-01,,
Patrizia,Brandenstein,1943-01-01,United States,,1972,
Mstyslav,Chernov,1985-01-01,Russia,,,
Danis,Tanović,1969-01-01,Yugoslavia,,1994,
Richard,Enger,,,,,
Fernando,Trueba,1955-01-01,Spain,,1974,
Lee,Marvin,1924-01-01,United States,1987-08-29,1950,1986
Nicole,Rocklin,1979-01-01,,,,
Dorothy,McKim,,United States,,1984,
David,MacMillan,,,,1973,
Daniel,SoUnited States,,,,2000,
Beth,Henley,1952-01-01,United States,,,
Christine,Blundell,1961-10-01,United Kingdom,,1990,
Fred,Hynes,1908-01-01,United States,1992-02-10,1933,1972
Sam,Mendes,1965-01-01,United Kingdom,,1987,
Alan,Marshall,1938-01-01,United Kingdom,,1952,
Guillaume,Leriche,1975-01-01,France,,2000,
Sarah,Monzani,1949-01-01,,,1975,
Paul,King,1926-01-01,United States,1996-07-10,,
James,Mangold,1963-01-01,United States,,1985,
Edward,Selzer,1893-01-01,United States,1970-02-22,1914,1958
Charles,Walters,1911-01-01,United States,1982-08-13,,
José,Garcia,,Mexico,,1987,
Harold,Rosson,1895-01-01,United States,1988-09-06,1908,1966
Alun,Owen,1925-01-01,Wales,1994-12-01,1959,1990
Aline,Bonetto,,,,1991,
Robert,Grossman,1940-01-01,United States,2018-03-15,,
Lionel,Barrymore,1878-01-01,United States,1954-11-15,1893,1954
Richard,Rodgers,1902-01-01,United States,1979-12-30,1919,1979
Charles,Coburn,1877-01-01,United States,1961-08-30,1901,1960
Jean-Pierre,Jeunet,1953-01-01,France,,1978,
Carl,Deal,,United States,,,
Tim,Crosbie,,,,1995,
Norma,Shearer,1902-01-01,Canada,1983-06-12,1919,1942
Werner,Heymann,1896-01-01,Germany,1961-05-01,1912,1961
Davis,Guggenheim,1963-01-01,United States,,1991,
Jan,Domela,1894-01-01,Netherlands,1973-08-01,,
Michael,Wood,,,,,
George,Gibbs,1937-01-01,United Kingdom,2020-12-01,1969,2005
William,Glasgow,1906-01-01,United States,1972-11-25,1930,1970
George,Sawley,1904-01-01,United States,1967-04-26,1927,1962
Leo,Genn,1905-01-01,United Kingdom,1978-01-01,1935,1975
Zhao,Xiaoding,1968-01-01,China,,,
Daisuke,Nishio,1959-01-01,Japan,,,
Paul,Detlefsen,1899-01-01,Denmark,1986-08-01,,
Bub,Asman,1949-01-01,United States,,1973,
Herbert,Strabel,1927-01-01,Germany,2017-10-01,1957,1985
Sandra,Adair,1952-01-01,United States,,,
Wim,Wenders,1945-01-01,Germany,,1967,
John,Vallone,1953-01-01,United States,2004-03-15,1977,2002
Derek,Cianfrance,1974-01-01,United States,,1998,
T,Burnett,1948-01-01,United States,,1972,
Ray,Milland,1907-01-01,Wales,1986-03-01,1928,1985
Ray,Heindorf,1908-01-01,United States,1980-02-03,1929,1972
Roland,Joffé,1945-01-01,United Kingdom,,1960,
Mark,Baker,1959-01-01,United Kingdom,,,
Margot,Robbie,1990-01-01,Australia,,2008,
Ambra,Danon,,,2023-04-01,,
Robert,Greenhut,1942-01-01,United States,,,
Michael,Ohoven,1974-01-01,Germany,,2000,
Vern,Poore,,,,1975,1996
Norman,Panama,1914-01-01,United States,2003-01-13,,
Roy,Disney,1930-01-01,United States,2009-12-16,1951,2009
Burt,Lancaster,1913-01-01,United States,1994-10-20,1935,1991
Ryan,Larkin,1943-01-01,Canada,2007-02-14,1964,2007
Robert,Yeoman,1951-01-01,United States,,1982,
George,Wells,1909-01-01,United States,2000-11-27,1946,1973
Tom,Adair,1913-01-01,United States,1988-05-24,,
Mike,Gray,1935-01-01,United States,2013-04-30,1969,1996
Theoni,Aldredge,1922-01-01,Greece,2011-01-21,,
Caroline,Leaf,1946-01-01,United States,,1969,
Daniel,Jr.,1951-01-01,Canada,,1984,
Larry,Jost,1921-01-01,United States,2001-10-28,1961,1984
Jeff,Groth,,,,,
A.,Gillespie,1899-01-01,United States,1978-05-03,1926,1965
Chris,Overton,,United Kingdom,,2000,
Milton,Sperling,1912-07-06,,1988-08-26,,
Ra,Vincent,,,,2001,
Alberto,Iglesias,1955-01-01,Spain,,1983,
Gore,Verbinski,1964-01-01,United States,,1989,
Leslie,Ekker,1955-01-01,United States,,1977,
Sanjay,Patel,1974-01-01,United Kingdom,,1996,
James,Cameron,1954-01-01,Canada,,1978,
Gregory,Watkins,,,,1982,
Sharon,Stone,1958-01-01,United States,,1976,
William,Nicholson,1948-01-01,United Kingdom,,,
Amit,Gicelter,1981-01-01,Israel,,,
Henry,Ginsberg,1897-01-01,,1979-06-10,,
Carl,Anderson,1903-01-01,United States,1989-09-22,1943,1985
Stefen,Fangmeier,1960-01-01,United States,,1991,
Broderick,Crawford,1911-01-01,United States,1986-04-26,1931,1985
Rob,Epstein,1955-01-01,United States,,1978,
Jill,Quertier,1936-01-01,United Kingdom,,,
Nick,Enright,1950-01-01,Australia,2003-03-01,,
Scott,Hicks,1953-01-01,Uganda,,1974,
Ward,Preston,1932-01-01,United States,2016-01-17,1966,1997
Marcello,Pagliero,1907-01-01,United Kingdom,1980-10-01,,
Alan,Barrett,1938-01-01,,1991-08-01,1967,1980
Julianne,Moore,1960-01-01,United States,,1984,
Henry,Berman,1914-01-01,United States,1979-06-12,,
Harry,Rasky,1928-01-01,Canada,2007-04-01,,
Gail,Dolgin,1945-01-01,United States,2010-10-07,,
Nazrin,Choudhury,,United Kingdom,,2001,
John,Debney,1956-01-01,United States,,1974,
Bert,Salzman,1931-01-01,United States,2016-11-29,,
Marcia,Lucas,1945-01-01,United States,,1968,1998
Sally,Kirkland,1941-01-01,United States,,1962,
John,Jarvis,,,,1945,1976
Thomas,Floutz,,,,,
W.,Burnett,1899-01-01,United States,1982-04-25,1931,1972
Manlio,Rocchetti,1943-11-01,Italy,2017-01-01,1960,2017
John,Astin,1930-01-01,United States,,1954,2021
Tarn,Willers,,United Kingdom,,,
Frank,Capra,1897-01-01,Italy,1991-09-03,1922,1964
Al,Clark,1902-01-01,United States,1971-07-13,1933,1969
Melissa,Leo,1960-01-01,United States,,1984,
Paul,Lukas,1894-01-01,Austria-Hungary,1971-08-01,1916,1970
David,Friendly,1956-01-01,United States,,1987,
Donald,Wrye,1934-01-01,United States,2015-05-15,1966,2015
Justin,Hurwitz,1985-01-01,United States,,,
Charles,Okun,1924-01-01,United States,2005-07-03,,
Jim,Stuebe,,,,1978,
Miklós,Rózsa,1907-01-01,Austria-Hungary,1995-07-27,1918,1989
Harald,Reinl,1908-01-01,Austria,1986-10-01,1937,1986
Peter,Watkins,1935-01-01,United Kingdom,,1956,
Robert,Bratton,1918-01-01,,2008-04-29,1954,1964
Jimmy,Murakami,1933-01-01,United States,2014-02-16,,
Stuart,Wurtzel,1940-01-01,United States,,1975,
Louis,Silvers,1889-01-01,United States,1954-03-26,,
Chuck,Workman,,,,,
Jimmy,Bridges,1936-01-01,United States,1993-06-06,,
Ve,Neill,1951-01-01,United States,,1977,
James,Basevi,1890-01-01,United Kingdom,1962-03-27,1925,1956
Brian,Saunders,,,,1977,1996
Sylvain,Bellemare,1968-01-01,Canada,,1993,
Gwyneth,Paltrow,1972-01-01,United States,,1989,
Diane,Keaton,1946-01-01,United States,,1966,
Michael,Arndt,,United States,,1997,
Adam,Elliot,,Australia,,,
Paul,Pattison,,,,1979,
Sławomir,Idziak,1945-01-01,Poland,,1966,2015
Janet,Gaynor,1906-01-01,United States,1984-09-14,1924,1981
Jeff,Cronenweth,1962-01-01,United States,,1984,
Nils,Gaup,1955-01-01,Norway,,1987,
Michael,Katz,1954-01-01,Austria,,1988,
Ray,Fox,1939-01-01,United States,,1965,
Florencia,Martin,,,,,
Danièle,Thompson,1942-01-01,Monaco,,1966,
Charles,Feldman,1905-01-01,United States,1968-05-25,,
John,Meehan,1890-01-01,Canada,1954-11-12,1929,1948
Mark,Mori,,,,1989,
Mack,David,1912-01-01,United States,1993-12-30,,
Anthony,Powell,1935-01-01,United Kingdom,2021-04-01,,
René,Clément,1913-01-01,France,1996-03-01,,
Pino,Quartullo,1957-01-01,Italy,,1980,
Julie,Taymor,1952-01-01,United States,,,
Dan,Laustsen,1954-01-01,Denmark,,1978,
Paul,Eagler,1890-01-01,United States,1961-09-29,1922,1960
Chris,Innis,,United States,,,
Walter,Simonds,1911-01-01,,1992-12-11,1955,1976
John,Logan,1961-01-01,,,1985,
Mark,Sanchez,,,,1980,
David,Zippel,1954-01-01,United States,,,
Sam,Elliott,1944-01-01,United States,,1966,
Patrick,Marber,1964-01-01,United Kingdom,,,
Spike,Jonze,1969-01-01,United States,,1985,
Julia,Carbonel,,,,,
Kaspar,Rostrup,1940-01-01,Denmark,,1968,
Jeff,Fowler,,,,2002,
Lü,Yue,1957-12-01,China,,1982,
Owen,Pallett,1979-01-01,Canada,,,
Colin,Welland,1934-01-01,United Kingdom,2015-11-01,1962,1998
Theadora,Runkle,1928-01-01,United States,2011-11-04,1967,1999
SUnited Statesn,Sarandon,1946-01-01,United States,,1970,
Stanley,Jr.,1951-01-01,United States,,,
S.,Savidge,,United States,,1971,
Yuval,Abraham,1995-01-01,Israel,,2017,
Leslie,Bloom,,,,1971,
Allen,Davey,1894-01-01,United States,1946-03-05,,
Claudia,Llosa,1976-01-01,Peru,,,
John,Huston,1906-01-01,United States,1987-08-28,1930,1987
Suzanne,Baker,1939-01-01,United Kingdom,,,
Deborah,Kerr,1921-01-01,Scotland,2007-10-01,1937,1986
Suso,d'Amico,1914-01-01,Italy,2010-07-01,,
Lou,Brock,1892-01-01,United States,1971-04-19,1930,1953
Bruce,Kay,,,,,
Mike,Fontaine,,,,,
Stephen,Burum,1939-01-01,United States,,1960,2004
Richard,Widmark,1914-01-01,United States,2008-03-24,1938,2001
Franke,Previte,1946-01-01,,,,
Ethan,Ryn,1962-01-01,United States,,1986,1986
Kim,Stanley,1925-01-01,United States,2001-08-20,1950,1985
Stan,Winston,1946-01-01,United States,2008-06-15,1972,2008
Daniel,Rezende,1975-01-01,Brazil,,2002,
Dan,Krauss,,,,,
Takashi,Yamazaki,1964-01-01,Japan,,1984,
Stephen,Verona,1940-01-01,United States,2019-07-13,,
Miles,White,1914-07-27,,2000-02-17,,
Elton,John,1947-01-01,United Kingdom,,1962,
Judith,Cory,,,,1967,2005
Colleen,Atwood,1948-01-01,United States,,1981,
William,Edmondson,1906-01-01,United States,1998-04-18,1931,1979
Patricia,Cuccia,,,,,
Tristan,Myles,,,,2001,
Kevin,Cleary,,,,1967,1990
Charles,Freeman,1908-01-01,United States,2001-04-10,1944,1972
Robert,Morley,1908-01-01,United Kingdom,1992-06-01,1928,1989
Trefor,Proud,,,,1989,
Kareem,Abeed,1984-01-01,,,,
Jeffrey,Brown,,United States,,1977,
Robert,Lee,1890-01-01,United States,1964-09-18,1922,1922
George,Seaton,1911-01-01,United States,1979-07-28,1934,1934
Jerry,Fielding,1922-01-01,United States,1980-02-17,,
LeRoy,Stone,1894-01-01,United States,1949-09-15,1916,1949
Billie,Eilish,2001-01-01,United States,,2015,
Caryl,Heller,,,,1979,1995
Jeff,Hermann,,,,,
Darin,Knight,,,,1974,
Thomas,Vinterberg,1969-01-01,Denmark,,1990,
Ang,Lee,1954-01-01,Taiwan,,1991,
Henri,Alekan,1909-01-01,France,2001-06-01,,
David,Hare,1947-01-01,United Kingdom,,,
Sérgio,Mendes,1941-01-01,Brazil,2024-09-01,1961,2023
Martin,Bregman,1926-01-01,United States,2018-06-16,,
Kelsey,Mann,1974-01-01,,,2003,
Bob,Beemer,1955-01-01,United States,,1989,
John,Jr.,,,,1970,1970
Hervé,Luze,1949-01-01,,,1971,
Sergei,Bondarchuk,1920-01-01,Ukraine,1994-10-01,1948,1994
Lenny,Abrahamson,1966-01-01,Ireland,,1991,
William,Blatty,1928-01-01,United States,2017-01-12,,
Dominique,Deruddere,1957-01-01,Belgium,,,
Luke,Davies,1962-01-01,,,,
Philip,Glass,1937-01-01,United States,,,
James,Moll,,United States,,1987,
Shuna,Harwood,1940-01-01,United Kingdom,,1977,2006
Stuart,Dryburgh,1952-01-01,United Kingdom,,1980,
Herschel,McCoy,1912-01-01,United States,1956-02-03,1936,1955
Jay,Cooper,,,,1996,
Irving,Ravetch,1920-01-01,United States,2010-09-19,1947,1990
Joe,Farrell,,,,,
Ted,"McCord,A.S.C.",1900-01-01,United States,1976-01-19,1921,1966
Byron,Haskin,1899-01-01,United States,1984-04-16,1922,1968
Geoffrey,Baumann,,,,2002,
I.,Diamond,1920-01-27,Romania,1988-04-21,1941,1981
Ernest,Lehman,1915-01-01,United States,2005-07-02,,
Danny,Taylor,1950-05-21,United States,2019-07-10,1994,2019
Carl,Biddiscombe,1924-01-01,Canada,2000-11-04,1959,1987
William,McNutt,1885-01-01,United States,1938-01-25,1922,1938
Lynzee,Klingman,1943-01-01,United States,,,
Arthur,Krams,1912-01-01,United States,1985-09-29,1946,1969
Barry,Jenkins,1979-01-01,United States,,2003,
Brett,Morgen,1968-01-01,United States,,,
B.,II,,,,1980,
Tom,McCarthy,1966-01-01,United States,,1992,
Tom,Rand,,United Kingdom,,1976,
James,Schoppe,,,,1972,2006
Leland,Hayward,1902-01-01,United States,1971-03-18,,
Jack,Wild,1952-01-01,United Kingdom,2006-03-01,1964,2005
Anton,Furst,1944-01-01,United Kingdom,1991-11-01,1974,1990
Tennessee,Williams,1911-01-01,United States,1983-02-25,1930,1983
A.,Ho,1950-01-01,Hong Kong,,,
Darwin,Shaw,,United Kingdom,,,
Scott,Slimon,1915-01-01,United Kingdom,1980-01-01,1947,1970
Julian,Chagrin,1940-01-01,United Kingdom,,1957,2010
Eddie,Albert,1906-01-01,United States,2005-05-26,1933,1997
Linda,DeScenna,1949-01-01,United States,,1979,2008
Jeff,Maguire,1952-01-01,United States,,,
Héctor,Babenco,1946-01-01,Argentina,2016-07-13,1973,2015
Bernhard,Wicki,1919-01-01,Austria,2000-01-01,1940,1994
Frank,Sullivan,1896-01-01,United States,1972-09-30,1923,1962
Tony,Inglis,1911-01-01,Ireland,1997-09-01,1949,1980
Carole,Lombard,1908-01-01,United States,1942-01-16,1921,1942
Ava,Gardner,1922-01-01,United States,1990-01-25,1941,1986
Seymour,Cassel,1935-01-01,United States,2019-04-07,1959,2015
Pyotr,Todorovsky,1925-01-01,Russia,2013-05-01,1962,2013
Ronald,Pierce,1909-01-01,,2008-03-05,1944,1975
Howard,Koch,1901-12-12,United States,1995-08-17,,
Petra,Costa,1984-01-01,Brazil,,2005,
Arthur,Hamilton,1926-10-22,United States,,,
Elizabeth,Hartman,1943-01-01,United States,1987-06-10,1964,1982
Sydney,Greenstreet,1879-01-01,United Kingdom,1954-01-18,1902,1951
Arnold,Kopelson,1935-01-01,United States,2018-10-08,,
Noah,Baumbach,1969-01-01,United States,,1995,
Sian,Heder,1977-01-01,United States,,2006,
Terry,Gilkyson,1916-01-01,United States,1999-10-15,,
Eli,Noyes,1942-01-01,United States,2024-03-23,,
Sofia,Coppola,1971-01-01,United States,,1972,
Jack,Arnold,1916-01-01,United States,1992-03-17,,
Frank,Lloyd,1886-02-01,Scotland,1960-08-01,1913,1955
Bruce,Surtees,1937-01-01,United States,2012-02-23,1971,2012
